medidor,mes_dt,criterio,valor,kwh,kwh_prev
179.6.3,2025-03-01,cambio_abrupto,5.636363636363637,511.0,77.0
179.6.3,2025-03-01,robust_z,11.842802869879753,511.0,77.0
179.8.867,2025-03-01,robust_z,7.166464319438824,198.0,139.0
18.3176.7,2025-03-01,cambio_abrupto,-0.6008771929824561,91.0,228.0
18.5.3,2025-03-01,robust_z,4.098828461434694,233.0,108.0
180.10,2025-03-01,robust_z,5.126129772022124,143.0,150.0
180.3,2025-03-01,cambio_abrupto,-0.6388888888888888,13.0,36.0
180.5.640,2025-03-01,robust_z,4.3102216191088,1333.0,2274.0
181..847.8,2025-03-01,cambio_abrupto,-1.0,0.0,4.0
181.2,2025-03-01,robust_z,4.224442125142885,207.0,282.0
181.7..9630,2025-03-01,cambio_abrupto,-1.0,0.0,1.0
181.8.1,2025-03-01,robust_z,4.3673276676109545,232.0,260.0
181.8.2,2025-03-01,cambio_abrupto,-0.5733333333333334,32.0,75.0
181.837.5,2025-03-01,robust_z,4.046944556859571,83.0,66.0
182.22,2025-03-01,robust_z,6.526153834935705,317.0,549.0
182.24,2025-03-01,robust_z,10.40135750140223,178.0,263.0
182.6,2025-03-01,robust_z,4.761111243364201,197.0,271.0
182.6.1,2025-03-01,robust_z,4.607114848628269,378.0,635.0
183.1.1,2025-03-01,robust_z,6.520077341607087,69.0,61.0
183.1917.2,2025-03-01,cambio_abrupto,-0.5,2.0,4.0
183.4.1,2025-03-01,cambio_abrupto,-0.5481727574750831,136.0,301.0
183.806.5,2025-03-01,robust_z,155.1328746796169,462.0,483.0
184.16.1,2025-03-01,cambio_abrupto,-0.6213206046141607,476.0,1257.0
184.4.1,2025-03-01,cambio_abrupto,-1.0,0.0,3.0
184.4.1,2025-03-01,robust_z,-4.914146961900908,0.0,3.0
184.5,2025-03-01,robust_z,13.065849569289472,374.0,0.0
184.680.5,2025-03-01,cambio_abrupto,-0.5803571428571429,94.0,224.0
184.9,2025-03-01,cambio_abrupto,-0.5846905537459284,255.0,614.0
185.1.3,2025-03-01,cambio_abrupto,28.0,29.0,1.0
185.1.3,2025-03-01,robust_z,18.885741265344667,29.0,1.0
185.10,2025-03-01,cambio_abrupto,-1.0,0.0,1.0
185.690.5,2025-03-01,cambio_abrupto,-1.0,0.0,140.0
185.9.5,2025-03-01,cambio_abrupto,-1.0,0.0,3.0
186.1,2025-03-01,robust_z,7.375882821373089,310.0,336.0
186.1586.5,2025-03-01,cambio_abrupto,-1.0,0.0,1.0
186.1828.4,2025-03-01,cambio_abrupto,-1.0,0.0,199.0
186.7102,2025-03-01,robust_z,76.03350379554347,1251.0,746.0
187.1,2025-03-01,robust_z,5.100836368541751,121.0,129.0
187.10.746.6,2025-03-01,cambio_abrupto,-0.5888324873096447,243.0,591.0
187.3,2025-03-01,robust_z,5.4424426799145955,229.0,200.0
187.5,2025-03-01,cambio_abrupto,-0.5182926829268293,79.0,164.0
187.703.7,2025-03-01,cambio_abrupto,-0.5125284738041003,214.0,439.0
187.9.1,2025-03-01,cambio_abrupto,101.0,204.0,2.0
187.9.1,2025-03-01,robust_z,29.452763163811326,204.0,2.0
187.9.2,2025-03-01,cambio_abrupto,-0.5111111111111111,88.0,180.0
187.9.3.1,2025-03-01,cambio_abrupto,-0.7642276422764228,58.0,246.0
188.1581.1,2025-03-01,robust_z,4.9594908785043765,317.0,257.0
188.17,2025-03-01,cambio_abrupto,-0.5780346820809249,73.0,173.0
188.2,2025-03-01,robust_z,9.166156474938346,420.0,493.0
188.20.1,2025-03-01,cambio_abrupto,-0.5108695652173914,225.0,460.0
188.21,2025-03-01,robust_z,5.2610279239174425,179.0,197.0
188.3,2025-03-01,robust_z,24.731327847475157,60.0,75.0
189.4,2025-03-01,cambio_abrupto,-0.5422885572139303,92.0,201.0
19.2.3176.4,2025-03-01,cambio_abrupto,-0.5,249.0,498.0
19.3,2025-03-01,robust_z,5.480237420747336,174.0,232.0
19.3053.5,2025-03-01,cambio_abrupto,2.5,7.0,2.0
19.3053.5,2025-03-01,robust_z,4.046944556859572,7.0,2.0
19.3093.1.50,2025-03-01,cambio_abrupto,-0.8171122994652407,171.0,935.0
19.7,2025-03-01,cambio_abrupto,-0.7777777777777778,4.0,18.0
19.9,2025-03-01,robust_z,9.491048544063519,259.0,329.0
190.2,2025-03-01,cambio_abrupto,-0.5280898876404494,252.0,534.0
190.8.1,2025-03-01,robust_z,7.9884999325509245,543.0,751.0
192..305.8,2025-03-01,cambio_abrupto,-0.5344827586206896,162.0,348.0
192.15.1.306,2025-03-01,robust_z,9.635582278237074,57.0,21.0
192.22,2025-03-01,cambio_abrupto,4.7,114.0,20.0
192.25,2025-03-01,robust_z,7.08215297450425,232.0,396.0
192.305.3,2025-03-01,cambio_abrupto,-0.896551724137931,3.0,29.0
192.305.6,2025-03-01,cambio_abrupto,4.666666666666667,17.0,3.0
192.4,2025-03-01,robust_z,4.046944556859572,11.0,4.0
192.6,2025-03-01,robust_z,5.487073475742031,279.0,402.0
193.1.293,2025-03-01,robust_z,5.791317210678352,244.0,252.0
193.20.21.303,2025-03-01,robust_z,5.848798442889904,387.0,482.0
193.290.2,2025-03-01,robust_z,4.033179439319233,362.0,371.0
194.1..9224,2025-03-01,robust_z,7.039997302036962,217.0,130.0
194.1.315,2025-03-01,robust_z,7.335087009307973,208.0,170.0
194.1.578,2025-03-01,robust_z,35.41076487252125,107.0,112.0
195.23.1,2025-03-01,cambio_abrupto,7.0,8.0,1.0
195.26.1.338,2025-03-01,robust_z,12.815324430055309,676.0,789.0
195.28,2025-03-01,cambio_abrupto,-1.0,0.0,24.0
196.1.1,2025-03-01,robust_z,5.2995702530303905,284.0,113.0
196.555.3,2025-03-01,cambio_abrupto,-0.8648648648648649,15.0,111.0
196.555.3,2025-03-01,robust_z,6.070416835289357,15.0,111.0
197.3.1,2025-03-01,cambio_abrupto,-0.835820895522388,22.0,134.0
197.9,2025-03-01,robust_z,5.820202521289975,363.0,382.0
198.1.1,2025-03-01,robust_z,5.901794145420208,289.0,369.0
198.11,2025-03-01,robust_z,8.553116864852143,957.0,381.0
198.13,2025-03-01,robust_z,-4.9289709346366575,10.0,5.0
198.13.3,2025-03-01,robust_z,4.833850442915599,183.0,241.0
198.13.4,2025-03-01,robust_z,6.554666611323835,256.0,326.0
198.6,2025-03-01,robust_z,8.418643923837502,236.0,369.0
198.8,2025-03-01,robust_z,8.79336101243561,232.0,342.0
199.14.1,2025-03-01,robust_z,40.46944556859571,68.0,68.0
199.16,2025-03-01,cambio_abrupto,-1.0,0.0,2.0
199.5,2025-03-01,cambio_abrupto,-1.0,0.0,8.0
199.7.1.9351,2025-03-01,cambio_abrupto,-0.6176470588235294,117.0,306.0
199.8,2025-03-01,robust_z,13.412730531306007,393.0,602.0
20.3.2,2025-03-01,cambio_abrupto,-0.5363128491620112,166.0,358.0
200.12,2025-03-01,cambio_abrupto,-0.5072463768115942,68.0,138.0
200.21,2025-03-01,robust_z,6.458759999836488,308.0,385.0
200.7.518.2,2025-03-01,cambio_abrupto,-0.5611510791366906,244.0,556.0
201.10,2025-03-01,robust_z,8.58983820156958,351.0,415.0
201.11,2025-03-01,robust_z,8.318719366878007,191.0,209.0
201.1928.8,2025-03-01,cambio_abrupto,-0.5106382978723404,184.0,376.0
201.3,2025-03-01,robust_z,18.759274247942805,360.0,430.0
201.8,2025-03-01,robust_z,9.442870632672333,312.0,323.0
201.9.1.9035,2025-03-01,robust_z,4.191478291033127,375.0,506.0
202.16,2025-03-01,cambio_abrupto,4.889763779527559,748.0,127.0
202.16,2025-03-01,robust_z,9.146094698502631,748.0,127.0
202.17,2025-03-01,robust_z,4.112748533393873,225.0,395.0
202.2,2025-03-01,cambio_abrupto,2.619718309859155,257.0,71.0
202.2,2025-03-01,robust_z,6.9829631569341615,257.0,71.0
202.491.5,2025-03-01,robust_z,5.595775189731753,431.0,512.0
203.11.1,2025-03-01,robust_z,4.7963787340557875,383.0,611.0
203.14.1,2025-03-01,robust_z,4.721435316336167,4.0,0.0
203.17,2025-03-01,robust_z,4.159359683439003,159.0,163.0
203.20,2025-03-01,robust_z,9.083142227618149,479.0,480.0
203.2098.10,2025-03-01,cambio_abrupto,2.0,3.0,1.0
203.21.400,2025-03-01,robust_z,4.681759389308131,99.0,49.0
203.3,2025-03-01,robust_z,6.254368860601156,95.0,120.0
203.4,2025-03-01,robust_z,4.6250794935537956,91.0,50.0
203.9,2025-03-01,robust_z,7.368811547281803,560.0,524.0
204.11,2025-03-01,cambio_abrupto,-0.9506172839506173,8.0,162.0
204.13,2025-03-01,robust_z,4.451639012545528,296.0,475.0
204.13.1,2025-03-01,robust_z,4.046944556859572,16.0,15.0
204.15,2025-03-01,robust_z,5.227303385943613,181.0,204.0
204.1827.4,2025-03-01,robust_z,4.186933205052827,276.0,329.0
204.19,2025-03-01,cambio_abrupto,-0.7601410934744268,136.0,567.0
204.2.3,2025-03-01,robust_z,4.040699272049602,553.0,761.0
204.21,2025-03-01,robust_z,4.651660410183415,223.0,214.0
204.481.1,2025-03-01,cambio_abrupto,-0.5,11.0,22.0
204.484.3,2025-03-01,cambio_abrupto,2.870967741935484,120.0,31.0
204.7,2025-03-01,robust_z,8.684068528261163,305.0,393.0
204.8,2025-03-01,cambio_abrupto,-1.0,0.0,1.0
205.13,2025-03-01,robust_z,9.994726708607729,602.0,707.0
205.14,2025-03-01,robust_z,14.703898556589776,108.0,131.0
205.20,2025-03-01,cambio_abrupto,-1.0,0.0,1.0
205.22,2025-03-01,robust_z,6.524964955806193,376.0,452.0
205.4,2025-03-01,robust_z,4.33149534601376,850.0,499.0
205.5,2025-03-01,robust_z,4.440397499887585,127.0,219.0
206.11,2025-03-01,robust_z,6.5686202371754785,836.0,1083.0
206.4,2025-03-01,robust_z,8.216523797260342,272.0,285.0
206.429.4,2025-03-01,cambio_abrupto,-0.5,1.0,2.0
206.5,2025-03-01,robust_z,21.54154863078376,291.0,394.0
206.5..1600,2025-03-01,cambio_abrupto,-1.0,0.0,1.0
207.1,2025-03-01,cambio_abrupto,-0.7413793103448276,30.0,116.0
207.12,2025-03-01,cambio_abrupto,-0.6192893401015228,150.0,394.0
207.16,2025-03-01,cambio_abrupto,-0.75,8.0,32.0
207.2,2025-03-01,robust_z,4.438878376555431,526.0,587.0
207.5,2025-03-01,robust_z,12.673326375428656,291.0,446.0
207.9,2025-03-01,robust_z,5.0340042048741,297.0,544.0
208.14.1,2025-03-01,robust_z,7.802631740308795,452.0,616.0
208.1505.6,2025-03-01,robust_z,8.797705558390373,189.0,265.0
208.1512,2025-03-01,cambio_abrupto,-0.5275080906148867,146.0,309.0
208.1512,2025-03-01,robust_z,15.063626961643958,146.0,309.0
208.16.1,2025-03-01,robust_z,16.019155537569137,149.0,164.0
208.20,2025-03-01,robust_z,18.05894614082497,527.0,823.0
208.436.1,2025-03-01,cambio_abrupto,-0.568,54.0,125.0
208.6950.1,2025-03-01,robust_z,9.817587721270442,127.0,57.0
208.9,2025-03-01,robust_z,4.1312559017941455,145.0,198.0
21.2999.9,2025-03-01,robust_z,8.33322454450116,209.0,241.0
21.3047,2025-03-01,cambio_abrupto,-1.0,0.0,12.0
211.1,2025-03-01,robust_z,5.271677778014442,312.0,248.0
211.10,2025-03-01,robust_z,5.231860755940077,535.0,563.0
211.15,2025-03-01,robust_z,4.622729351534713,212.0,235.0
211.277,2025-03-01,robust_z,4.721435316336167,122.0,144.0
211.4,2025-03-01,robust_z,6.586203886653812,168.0,194.0
211.9,2025-03-01,robust_z,6.379558433382796,379.0,457.0
212.13,2025-03-01,robust_z,4.966704683418565,1155.0,1404.0
212.15,2025-03-01,robust_z,8.768379873195737,19.0,9.0
212.4,2025-03-01,robust_z,4.590563974945185,381.0,525.0
212.4.1,2025-03-01,robust_z,20.993524888709025,1285.0,1360.0
212.8,2025-03-01,robust_z,4.23089658217137,243.0,252.0
213.1,2025-03-01,cambio_abrupto,-1.0,0.0,2.0
213.12,2025-03-01,cambio_abrupto,-0.8695652173913043,6.0,46.0
213.13.267,2025-03-01,robust_z,4.384189936597869,47.0,62.0
213.14,2025-03-01,robust_z,4.093233138392279,478.0,474.0
213.265.2,2025-03-01,robust_z,7.064403217675918,201.0,167.0
213.3,2025-03-01,robust_z,4.87132215177541,40.0,60.0
214.21.1,2025-03-01,robust_z,5.047051545049006,307.0,404.0
214.22.1.246,2025-03-01,robust_z,4.774485151351179,699.0,839.0
214.2418.1.10,2025-03-01,robust_z,13.183228480678906,372.0,538.0
215.10,2025-03-01,robust_z,5.040285493543284,710.0,766.0
215.21,2025-03-01,robust_z,7.734160708664959,212.0,219.0
215.22,2025-03-01,robust_z,4.533462481727935,346.0,252.0
215.3,2025-03-01,robust_z,8.357820280470854,257.0,193.0
215.9,2025-03-01,robust_z,9.691367228268973,391.0,310.0
216.10,2025-03-01,robust_z,7.869058860560277,348.0,597.0
216.2,2025-03-01,robust_z,4.645791492843465,524.0,831.0
216.351,2025-03-01,robust_z,-4.923782544179145,107.0,172.0
216.353,2025-03-01,robust_z,5.910225279913666,1333.0,1070.0
217.12,2025-03-01,robust_z,4.226808759386663,389.0,409.0
217.14,2025-03-01,robust_z,5.395926075812762,109.0,95.0
217.16,2025-03-01,robust_z,5.984311631951919,475.0,526.0
217.2,2025-03-01,robust_z,6.562612794907413,432.0,418.0
217.20,2025-03-01,robust_z,8.808055800223773,236.0,241.0
217.24,2025-03-01,robust_z,4.06070967439991,286.0,373.0
217.25,2025-03-01,robust_z,5.195802443880146,588.0,586.0
217.26,2025-03-01,robust_z,6.4076622150276545,646.0,828.0
217.26.207,2025-03-01,robust_z,5.237222367700621,123.0,141.0
217.5.1,2025-03-01,robust_z,6.160348936552904,307.0,254.0
217.7,2025-03-01,robust_z,5.290536894644544,272.0,322.0
217.8.366,2025-03-01,cambio_abrupto,-1.0,0.0,41.0
218.17.9738,2025-03-01,robust_z,4.861493506828574,5525.0,5170.0
218.20,2025-03-01,robust_z,23.607176581680832,38.0,37.0
218.22,2025-03-01,robust_z,4.097849519838937,345.0,390.0
218.23.1,2025-03-01,cambio_abrupto,-0.59375,13.0,32.0
218.384.9,2025-03-01,cambio_abrupto,-0.8,1.0,5.0
218.5,2025-03-01,robust_z,4.609020189756734,121.0,131.0
218.8,2025-03-01,robust_z,4.772022123296911,430.0,478.0
219.15,2025-03-01,robust_z,5.684993544159874,192.0,238.0
219.18.2,2025-03-01,robust_z,6.724468480842419,962.0,963.0
219.19,2025-03-01,robust_z,4.5865371644408475,80.0,81.0
219.22,2025-03-01,robust_z,4.011445043202908,242.0,219.0
219.22.1618,2025-03-01,robust_z,4.437439207082863,145.0,162.0
219.24,2025-03-01,robust_z,6.695554612365226,304.0,270.0
219.26,2025-03-01,robust_z,4.126296410915642,487.0,541.0
219.26.181,2025-03-01,cambio_abrupto,-1.0,0.0,5.0
219.27,2025-03-01,cambio_abrupto,2.6666666666666665,11.0,3.0
219.28,2025-03-01,cambio_abrupto,3.0,4.0,1.0
219.29,2025-03-01,robust_z,5.104969277607172,452.0,492.0
219.3..9269,2025-03-01,cambio_abrupto,-0.92,8.0,100.0
219.4.1,2025-03-01,robust_z,168.62268986914881,2035.0,1289.0
22.6.3023.2,2025-03-01,robust_z,6.812356670713612,393.0,487.0
220.1625.2,2025-03-01,robust_z,5.31498718467557,168.0,170.0
220.17.1485.5,2025-03-01,cambio_abrupto,-0.6125,62.0,160.0
220.18,2025-03-01,robust_z,6.279741553747611,269.0,281.0
220.19,2025-03-01,robust_z,8.887407654279842,317.0,350.0
220.5,2025-03-01,robust_z,5.76383012643636,517.0,517.0
221.1.1,2025-03-01,robust_z,4.869823283421018,512.0,612.0
221.12,2025-03-01,robust_z,4.223231914450045,437.0,707.0
221.13,2025-03-01,cambio_abrupto,-1.0,0.0,1.0
221.1365.7,2025-03-01,cambio_abrupto,2.7846153846153845,246.0,65.0
221.19,2025-03-01,robust_z,6.400167873255692,349.0,351.0
221.22,2025-03-01,robust_z,4.891633919194747,815.0,773.0
221.23,2025-03-01,robust_z,4.046944556859571,102.0,127.0
221.5.1.9380,2025-03-01,cambio_abrupto,-0.7164179104477612,95.0,335.0
221.7,2025-03-01,robust_z,-4.991231620126805,70.0,89.0
221.9,2025-03-01,robust_z,5.264318122744157,288.0,393.0
222.1.132,2025-03-01,robust_z,4.15731577204665,580.0,795.0
222.131.5,2025-03-01,cambio_abrupto,-0.9791666666666666,4.0,192.0
222.25,2025-03-01,robust_z,5.106858607465649,30.0,11.0
222.4,2025-03-01,cambio_abrupto,-1.0,0.0,13.0
222.444.4,2025-03-01,cambio_abrupto,-0.5215146299483648,556.0,1162.0
223.274.2.43,2025-03-01,robust_z,5.580456566612963,670.0,549.0
223.274.2.45,2025-03-01,robust_z,6.913530284635101,235.0,193.0
223.274.3.60,2025-03-01,robust_z,9.21615104965499,932.0,1055.0
223.274.7.90,2025-03-01,robust_z,7.211862735942057,283.0,274.0
224.1,2025-03-01,robust_z,14.319957662733868,214.0,212.0
224.4.270,2025-03-01,robust_z,7.6540038357996245,175.0,231.0
225.1.3,2025-03-01,robust_z,4.423865863625903,255.0,330.0
225.2328.3,2025-03-01,cambio_abrupto,4.333333333333333,16.0,3.0
225.2328.3,2025-03-01,robust_z,8.43113449345744,16.0,3.0
225.2328.9,2025-03-01,cambio_abrupto,-0.8432343234323433,95.0,606.0
225.5,2025-03-01,robust_z,6.335395347940876,221.0,219.0
225.6.255,2025-03-01,robust_z,15.513287467961689,14.0,25.0
225.9,2025-03-01,robust_z,5.914765121563989,117.0,89.0
226.1.1,2025-03-01,robust_z,4.31674086065021,141.0,155.0
226.1.2,2025-03-01,robust_z,5.126129772022124,172.0,189.0
226.13.1,2025-03-01,cambio_abrupto,6.333333333333333,22.0,3.0
226.13.1,2025-03-01,robust_z,6.4076622150276545,22.0,3.0
226.19,2025-03-01,robust_z,5.32098265809314,407.0,505.0
226.2072.6,2025-03-01,cambio_abrupto,-0.5714285714285714,57.0,133.0
226.21,2025-03-01,robust_z,4.537483291024368,101.0,126.0
226.23,2025-03-01,robust_z,5.0280220251891645,424.0,315.0
226.2325.2,2025-03-01,robust_z,16.573201518567767,120.0,114.0
226.24.43,2025-03-01,robust_z,9.442870632672333,169.0,135.0
226.3,2025-03-01,robust_z,5.2995702530303905,311.0,469.0
226.6,2025-03-01,robust_z,7.467576265633732,186.0,85.0
226.8,2025-03-01,robust_z,6.632492468186519,233.0,156.0
226.8.1,2025-03-01,robust_z,4.721435316336167,59.0,57.0
227.11.5,2025-03-01,robust_z,6.622272911224753,365.0,414.0
227.19,2025-03-01,robust_z,4.861954224560457,172.0,201.0
227.216,2025-03-01,robust_z,7.683329520994259,237.0,188.0
227.5,2025-03-01,cambio_abrupto,-0.5551470588235294,484.0,1088.0
227.5,2025-03-01,robust_z,4.232244216056438,484.0,1088.0
227.9,2025-03-01,robust_z,6.906785377040335,239.0,203.0
228..58.3,2025-03-01,robust_z,19.183772066043627,643.0,615.0
228.208.7,2025-03-01,robust_z,4.23013957795198,547.0,434.0
228.208.8,2025-03-01,robust_z,7.187856750243119,668.0,679.0
228.58.1,2025-03-01,robust_z,6.517416628551953,1421.0,726.0
228.58.2,2025-03-01,robust_z,9.866836252914764,410.0,412.0
228.58.3,2025-03-01,robust_z,8.704748669471531,534.0,524.0
228.58.5.10,2025-03-01,robust_z,10.888207974407894,245.0,116.0
229.10,2025-03-01,robust_z,6.346344873257055,378.0,303.0
229.16,2025-03-01,cambio_abrupto,-0.6666666666666666,7.0,21.0
229.26,2025-03-01,robust_z,8.609676165083597,457.0,566.0
229.28,2025-03-01,cambio_abrupto,-1.0,0.0,19.0
229.4,2025-03-01,robust_z,4.7631563942419355,707.0,848.0
229.7,2025-03-01,robust_z,6.662316889523921,382.0,407.0
23.13,2025-03-01,cambio_abrupto,-0.968,4.0,125.0
23.15.1,2025-03-01,cambio_abrupto,-1.0,0.0,462.0
23.15.1,2025-03-01,robust_z,-13.721069164209593,0.0,462.0
230..172,2025-03-01,cambio_abrupto,-0.5299145299145299,550.0,1170.0
230.13.168,2025-03-01,robust_z,4.561542411501115,1826.0,2399.0
230.25,2025-03-01,robust_z,5.83581135373228,166.0,255.0
230.6.1,2025-03-01,cambio_abrupto,-1.0,0.0,43.0
231.12.2,2025-03-01,robust_z,8.649352092111632,329.0,562.0
231.14,2025-03-01,robust_z,27.878951391699268,140.0,160.0
231.5.1641,2025-03-01,robust_z,4.522547015464863,449.0,502.0
231.5.9794,2025-03-01,cambio_abrupto,-1.0,0.0,121.0
232..106.2,2025-03-01,robust_z,4.948974367725861,490.0,605.0
232.103.5,2025-03-01,robust_z,5.1148882593641805,386.0,395.0
232.1369.7,2025-03-01,cambio_abrupto,-0.9,1.0,10.0
232.2,2025-03-01,robust_z,5.349409471710928,281.0,367.0
232.20,2025-03-01,robust_z,7.705545949172012,205.0,100.0
232.8.1,2025-03-01,robust_z,4.21556724672872,139.0,123.0
233.127.5.1,2025-03-01,robust_z,4.0064751112909756,263.0,339.0
233.128.5.50,2025-03-01,robust_z,5.179579983150457,589.0,608.0
233.1369.2,2025-03-01,robust_z,4.285000119027781,205.0,220.0
233.1369.4,2025-03-01,robust_z,5.681287550975937,421.0,494.0
233.1373.9,2025-03-01,robust_z,67.22424569450065,151.0,108.0
235...9029,2025-03-01,cambio_abrupto,-0.5104895104895105,70.0,143.0
235...9074,2025-03-01,cambio_abrupto,-0.5075757575757576,65.0,132.0
235...9257,2025-03-01,robust_z,8.80585158205555,302.0,308.0
235...9309,2025-03-01,cambio_abrupto,-0.5693848354792561,301.0,699.0
235...9355,2025-03-01,cambio_abrupto,-0.7129629629629629,186.0,648.0
235...9395,2025-03-01,cambio_abrupto,-0.6611570247933884,123.0,363.0
235...9413,2025-03-01,cambio_abrupto,-0.6143106457242583,221.0,573.0
235...9438,2025-03-01,cambio_abrupto,-0.5109034267912772,157.0,321.0
235...9474,2025-03-01,cambio_abrupto,-0.5666666666666667,104.0,240.0
235...9537,2025-03-01,cambio_abrupto,-0.5828144458281445,335.0,803.0
235...9597,2025-03-01,cambio_abrupto,-0.610062893081761,124.0,318.0
235...9601,2025-03-01,cambio_abrupto,-0.6359743040685225,170.0,467.0
235...9609,2025-03-01,cambio_abrupto,-0.5492957746478874,192.0,426.0
235...9623,2025-03-01,cambio_abrupto,-0.6682242990654206,142.0,428.0
235.10,2025-03-01,cambio_abrupto,-0.5323741007194245,65.0,139.0
235.15,2025-03-01,cambio_abrupto,-0.6259946949602122,141.0,377.0
235.16,2025-03-01,cambio_abrupto,-0.5515695067264574,100.0,223.0
235.20,2025-03-01,cambio_abrupto,-0.6498422712933754,555.0,1585.0
235.22,2025-03-01,cambio_abrupto,-0.5964391691394659,136.0,337.0
235.2418.3.56,2025-03-01,robust_z,18.975673366608213,220.0,274.0
235.2418.4.461,2025-03-01,cambio_abrupto,-1.0,0.0,6.0
235.25,2025-03-01,cambio_abrupto,-0.549367088607595,178.0,395.0
235.26,2025-03-01,cambio_abrupto,-0.5560975609756098,91.0,205.0
235.29..3539,2025-03-01,cambio_abrupto,-0.6277056277056277,86.0,231.0
235.32,2025-03-01,cambio_abrupto,-0.6114864864864865,115.0,296.0
235.33,2025-03-01,cambio_abrupto,-0.6038961038961039,122.0,308.0
235.34,2025-03-01,cambio_abrupto,-0.5284552845528455,116.0,246.0
235.38,2025-03-01,robust_z,4.3535312657125695,67.0,31.0
235.39,2025-03-01,cambio_abrupto,-0.59,123.0,300.0
235.48,2025-03-01,cambio_abrupto,-0.5427350427350427,107.0,234.0
235.51..9675,2025-03-01,cambio_abrupto,-0.6795511221945137,257.0,802.0
235.52,2025-03-01,cambio_abrupto,-0.7173489278752436,145.0,513.0
235.54,2025-03-01,cambio_abrupto,-0.7139423076923077,119.0,416.0
235.6,2025-03-01,cambio_abrupto,-0.657051282051282,107.0,312.0
235.62,2025-03-01,cambio_abrupto,-0.7136150234741784,61.0,213.0
235.7,2025-03-01,cambio_abrupto,-0.5495495495495496,100.0,222.0
236.1.4.2317,2025-03-01,cambio_abrupto,-0.5396825396825397,87.0,189.0
236.2317.4.23,2025-03-01,robust_z,5.214332409799833,236.0,253.0
236.2418.3.50,2025-03-01,cambio_abrupto,-0.8055555555555556,7.0,36.0
236.2418.4,2025-03-01,robust_z,22.782798986764995,334.0,298.0
237.1.1,2025-03-01,robust_z,10.477089797203112,493.0,907.0
237.13,2025-03-01,robust_z,5.511553063151607,265.0,331.0
237.21,2025-03-01,cambio_abrupto,9.0,70.0,7.0
237.24,2025-03-01,robust_z,4.046944556859571,185.0,223.0
237.25,2025-03-01,cambio_abrupto,-0.8235294117647058,3.0,17.0
237.6.1,2025-03-01,robust_z,7.967422096317281,241.0,454.0
238.14,2025-03-01,robust_z,7.01470389855659,287.0,209.0
238.21,2025-03-01,robust_z,6.266236733201916,325.0,359.0
238.23,2025-03-01,robust_z,4.905387341647965,535.0,598.0
238.24,2025-03-01,cambio_abrupto,2.0217391304347827,139.0,46.0
238.24,2025-03-01,robust_z,9.546638441822578,139.0,46.0
238.56.4,2025-03-01,cambio_abrupto,-0.5,8.0,16.0
238.6,2025-03-01,cambio_abrupto,-0.6210131332082551,404.0,1066.0
